,Title,Review Text,aspect-opinion
3567,Just a few things off,"I thought this dress looked really cute and many people gave it great reviews. for me, there were a few key things off for it to work. i thought the material was soft, although not thick as you might expect with a turtleneck style dress. i ordered a small and the top fit ok, the arms were a little tight. then the larger problem was the body, it hides everything which is great but the way it fell and just sort of hung there, it didn't do anything for my figure and was not flattering around the wa","['dress-really cute', 'people- many', 'things- key', 'material- soft', 'arms- ok', 'problem-then larger', 'way- great']"
3568,Great dress,"Great dress - the hardest part was picking which color. the dress is a slim swing silhouette and very flattering. the fabric skims the body without highlighting my problem areas (lower abdomen and hips). the dress is modest enough for work (it ends a few inches above the knee in the middle, comes to my knee on the sides). i am always a xs or s in maeve - i went with the small on this dress. the sleeves aren't as long as the picture shows - they ended where they should. i went with the navy and w","['part- hardest', 'dress- slim', 'fabric- lower', 'dress- modest']"
3569,Awesome dress/tunic,"I fell in love with this as soon as i tried it on. it doesn't look nearly as good on the hanger, so definitely worth trying on. the fabric is high quality and super comfy; the fit is very flattering. i am curvy, 5'7"" and got the navy stripe print in size small. it's very forgiving, fitted without clinging to any ""problem"" areas. i also love how versatile it is--you can wear it as a dress as shown on the models, or as a tunic over tight jeans or jeggings/leggings. love it!","['fabric- high', 'fit-super comfy']"
3570,Almost passed,"I saw this online and wasnt sure and actually walked right past it in the store. but my usual stylist walked around the store with me and insisted it was a goodone. she usually knows what she is talking about... super soft nd comfortable, love the long sleeves (it has hidden buttons), cut is flattering on everyone. i ended up ordering petite size. turtleneck is not too tight, and the dress can pretty mjuch be dressed up or down. my friend also bought it (huhm twinsies)!! my favorite design was t","['stylist- usual', 'turtleneck-too tight', 'friend-also favorite']"
3571,"Comfortable, flattering, and versatile","I love this dress (i bought the navy with white stripes). it is comfortable, flattering, and versatile. best of all, i received a complement from my husband, who never comments on my clothing! the drapey knit fabric fits closely (but not tightly) in the shoulders and bust and then skims over the lower body. the fabric is soft and stretchy, not too thick, but still substantial enough that i did not need to wear support garments underneath (i am 5'4"", 123 lbs). i wore this to a christmas party and","['fabric- best', 'fabric- soft']"
3574,Fun comfortable dress,"Love this dress - ""swingy"" is definitely the right descriptor. as someone with a large chest i was worried it would be boxy and make me look larger, but the cut is flattering even if it is on the loose size. it runs slightly large so if you're between sizes i would size down.",['cut- larger']
3577,Great dress!,This dress is a great casual outfit. tha fabric is substantial and very soft. the only negative would be it is a little large through the chest/arms. i ordered a large as i am curvy but would like to exchange for a medium. sadly the medium is sold out but i love the dress so much i am keeping it!,"['dress- great', 'fabric- substantial', 'negative- only']"
3578,Extremely awkward,"I bought this online so didn't realize that the fabric at the bottom is very, very stiff. i was expecting something silky, or at least on the softer and more moveable side. the best description i can think of is an overly starched mens dress shirt. that being the case, it kind of juts out in weird places. the sweater part is very nice, but it is somewhat closer fitting than what it seems in the picture. the fabric bottom is too ample for the slimmer design of the sweater which just adds to the o","['fabric-very stiff', 'description- best', 'part-very nice', 'bottom-too ample']"
3579,Comfy!,"Love that this is comfy, with a subtle yet sexy vibe. had so many compliments when i wore this to work, with everyone asking where i got it! fits true to size (110lb, 5'4"") and xs fit perfect. took off a star because it may look like it could get that ""fuzzy"" pilling over time.",[]
3580,"Perfect, easy cold weather dress.","This dress is completely versatile and great to wear as is or add a vest or chunky sweater for a layer. i bought it late last week and love the fit and comfort of the jersey knit fabric. also, you can't beat the price for an retailer dress!",['dress-completely versatile']
3586,Perfect!,"I originally bought this dress in navy and i absolutely loved it! so i bought a second one in the neutral color. they both fit perfectly and are very flattering! i love how i can dress them up or down. i wear them out to run errands and look cute while being comfy. i also wear them to work! i am an np so business casual is a requirement for office days. when i'm used to wearing scrubs, i hate wearing true dress clothes. these dresses are a happy medium. i only wish my size was available in the t","['dresses- happy', 'size-only available']"
3587,Darling dress,"This dress is super comfy and really cute! i was worried that the horizontal stripes might not be flattering, but they didn't make me look larger at all. it's great for casual wear, but can easily be dressed up with a jacket and booties.","['dress-super comfy', 'stripes-really horizontal']"
